,project_link,title,description,card_category,amt_raised,days_left
73,https://www.indiegogo.com/projects/presentation-of-my-photobook-in-paris-photo/pica,PRESENTATION OF MY PHOTOBOOK IN PARIS PHOTO.,"HELP ME TO TRAVEL TO PARIS AND LONDON, TO PRESENT MY BOOK",Photography,$215 USD raised 5%,Ended
74,https://www.indiegogo.com/projects/photograph-iraqi-refugees-and-other-ngo-causes/pica,Photograph Iraqi Refugees and Other NGO Causes,A campaign to help me continue supporting nonprofits with photography.,Photography,"$1,695 USD raised 56%",Ended
75,https://www.indiegogo.com/projects/sylvester-goes-to-cameroon-africa/pica,"Sylvester Goes To Cameroon, Africa",A year ago I quit my job to follow my passions. Now I am going international for photography!,Photography,$183 USD raised 5%,Ended
76,https://www.indiegogo.com/projects/stevie-drayson-photography-startup/pica,Stevie Drayson Photography Startup,I'm looking to fund and grow my photography business.,Photography,$133 USD raised 3%,Ended
77,https://www.indiegogo.com/projects/a-thousand-moments-10-years-1000-photographs/pica,"A Thousand Moments : 10 years, 1000 photographs","What I seek is not a scoop, but an ordinary and beautiful moment of life.",Photography,"$1,140 USD raised 3%",Ended
78,https://www.indiegogo.com/projects/a-serpent-s-voice/pica,A Serpent's Voice,Queer Survivors Speak - a photo project inspired by the #MeToo movement.,Photography,"$3,792 USD raised 76%",Ended
79,https://www.indiegogo.com/projects/trans-siberian-express-coffee-table-book/pica,Trans-Siberian Express Coffee Table Book,"It is a virtual, multi-sensory journey by Trans-Siberian Express.",Photography,$490 USD raised 5%,Ended
80,https://www.indiegogo.com/projects/newark-artists-photo-documentary-project--2/pica,Newark Artists Photo Documentary Project,"Photographing visual artists in Newark, NJ to archive their contributions to the arts and community.",Photography,"$5,226 USD raised 26%",Ended
81,https://www.indiegogo.com/projects/ecosystems-photobook/pica,ECOSYSTEMS PHOTOBOOK,Support our photobook and be the first to receive stunning album that raises environmental awareness,Photography,£228 GBP raised 2%,Ended
82,https://www.indiegogo.com/projects/all-of-the-lights--2/pica,All of the Lights,Lights | Camera | Action,Photography,"$3,407 USD raised 43%",Ended
83,https://www.indiegogo.com/projects/red-flag-fotolibro-pandemia-en-latinoamerica/pica,"RED FLAG, Fotolibro Pandemia en Latinoamérica","Fotolibro de COVID LATAM, 18 fotógrafas/os cubriendo la pandemia desde 14 países Latinoamericanos.",Photography,"$1,660 USD raised 13%",Ended
84,https://www.indiegogo.com/projects/plusmodern/pica,PlusModern,Blackpool College of Art Final Year Photography Exhibition in London titled +modern.,Photography,£120 GBP raised 12%,Ended
85,https://www.indiegogo.com/projects/send-bernardita-to-london-for-her-30th/pica,Send Bernardita to London for her 30th!,"This year, I am turning 30! I want to celebrate it in the best way!",Photography,$575 USD raised 34%,Ended
86,https://www.indiegogo.com/projects/storiesfromthesource-nicaragua/pica,StoriesFromTheSource: Nicaragua,Give students in Nicaragua a chance to use photography to tell their own stories for the 1st time.,Photography,"$6,905 USD raised 89%",Ended
87,https://www.indiegogo.com/projects/a-community-photo-studio-and-darkroom-facility/pica,A Community Photo Studio and Darkroom Facility,"A Community Photography Studio and Darkroom facility for Lawrence, Kansas.",Photography,$311 USD raised 2%,Ended
88,https://www.indiegogo.com/projects/american-exile/pica,American Exile,Support Photography Exhibition Documenting Stories of Families Divided by Deportation,Photography,"$2,035 USD raised 51%",Ended
89,https://www.indiegogo.com/projects/faces-of-silver-the-book/pica,Faces of Silver - the book,It's not over until  Ben Winkler and the  'Faces of Silver' Women sing and everyone gets their book!,Photography,"$4,107 USD raised 27%",Ended
