,project_link,title,description,card_category,amt_raised,days_left
70,https://www.indiegogo.com/projects/girls-rock-asheville-2015-camp/pica,Girls Rock Asheville - 2015 CAMP -,Support Girls Rock Asheville - 2015 CAMP (!!!) -,Human Rights,"$3,883 USD raised 78%",Ended
71,https://www.indiegogo.com/projects/i-am-here-too-can-you-see-me--2/pica,I am here too. Can you see me?,Let us create a safe place for people suffering from anorexia and bulimia.,Human Rights,"$3,944 USD raised 20%",Ended
72,https://www.indiegogo.com/projects/girl-s-town-kenya-hydroponic-farm/pica,Girl's Town Kenya Hydroponic Farm,Helping Kenya's street girls start a new life.,Human Rights,"$2,263 USD raised 2%",Ended
73,https://www.indiegogo.com/projects/1-5-million-war-refugees-need-this-app/pica,1.5 Million War Refugees Need This App,One app helps millions of refugees and hundreds of thousands helpers worldwide,Human Rights,$34 USD raised 1%,Ended
74,https://www.indiegogo.com/projects/boy-s-men-s-issues-handbook/pica,Boy's & Men's Issues Handbook,Exploring Overlooked Issues of Boys & Men.,Human Rights,"$1,222 USD raised 61%",Ended
75,https://www.indiegogo.com/projects/color-me-human/pica,Color Me Human,Fund the Fight for Racial Justice in Rural America,Human Rights,"$12,834 USD raised 26%",Ended
76,https://www.indiegogo.com/projects/operation-dignity-inc-rethink-homeless-shelters/pica,Operation Dignity Inc - rethink homeless shelters,Rethinking the homeless shelter,Human Rights,$100 USD raised 10%,Ended
77,https://www.indiegogo.com/projects/bring-africa-light-water-sports/pica,"Bring Africa Light, Water & Sports","Help Bring Africa Light, Water & Sports with the WSAUSA",Human Rights,"$1,050 USD raised 0%",Ended
78,https://www.indiegogo.com/projects/trump-wall-simulator-2017/pica,Trump Wall Simulator 2017,MAKE SIMULATORS GREAT AGAIN!,Human Rights,$45 USD raised 9%,Ended
79,https://www.indiegogo.com/projects/hope-on-wheels-for-the-homeless-by-ooh/pica,Hope on Wheels for the Homeless by OOH,"At Organization Of Hope, we believe that with hygiene comes dignity and with dignity, opportunity.",Human Rights,"$1,250 USD raised 1%",Ended
80,https://www.indiegogo.com/projects/survivor-mutual-aid-fund/pica,Survivor Mutual Aid Fund,Help Survivor Arts Collective help survivors of sexual & domestic violence THRIVE!,Human Rights,"$6,412 USD raised 26%",Ended
81,https://www.indiegogo.com/projects/human-rights-4-all/pica,Human Rights 4 All!,Group of students & activists trying to publish a report on the dire human rights situation in Iran.,Human Rights,€520 EUR raised 7%,Ended
82,https://www.indiegogo.com/projects/euro-stars-tour-2017/pica,Euro Stars Tour 2017,Help fund the live streaming and photography of the Euro Stars Women's Ultimate Frisbee Tour.,Human Rights,"$16,410 USD raised 47%",Ended
83,https://www.indiegogo.com/projects/nepal-aid-and-human-trafficking-prevention/pica,Nepal Aid and Human Trafficking Prevention,Your donation provides emergency aid to earthquake survivors and prevents human trafficking in Nepal,Human Rights,$711 USD raised 14%,Ended
84,https://www.indiegogo.com/projects/shesurrendered/pica,SheSurrendered,Help prevent sex trafficking & prostitution by housing at-risk girls who age-out of foster care.,Human Rights,$220 USD raised 0%,Ended
85,https://www.indiegogo.com/projects/help-us-buy-eden-house/pica,Help Us Buy Eden House,"Help us buy Eden House, a home for victims of human trafficking and commercial sexual exploitation.",Human Rights,"$4,825 USD raised 13%",Ended
86,https://www.indiegogo.com/projects/zoe-bands-aiding-refugees-spreading-compassion--2/pica,Zoe Bands: Aiding Refugees & Spreading Compassion,Zoë Bands: uni-sex bracelets created to provide aid to refugees while spreading compassion globally,Human Rights,"$18,484 USD raised 37%",Ended
87,https://www.indiegogo.com/projects/rising-with-our-ugandan-sister/pica,Rising with Our Ugandan Sister,Co-creating the support for gay women in Uganda made wrong for who they love,Human Rights,"£2,256 GBP raised 90%",Ended
88,https://www.indiegogo.com/projects/emergent-abundance-at-spar-hill-farm/pica,Emergent Abundance at Spar Hill Farm,We create an abundance of food and ecological habitat to share with the local community.,Human Rights,$170 USD raised 3%,Ended
89,https://www.indiegogo.com/projects/packtivism-the-activist-starter-pack/pica,Packtivism: The Activist Starter Pack,You care about a social cause. Packtivism helps you do more than tweet about it.,Human Rights,$463 USD raised 93%,Ended
90,https://www.indiegogo.com/projects/trapezium-technologies-making-traffic-stops-safer/pica,Trapezium Technologies: Making Traffic Stops Safer,Your Safety. Our Robot.,Human Rights,$516 USD raised 7%,Ended
91,https://www.indiegogo.com/projects/empowering-the-voices-of-justice-involved-girls/pica,Empowering the Voices of Justice Involved Girls,She Dreams of Freedom-#SEEHER,Human Rights,$340 USD raised 3%,Ended
92,https://www.indiegogo.com/projects/national-veterans-wheelchair-games-travel/pica,National Veterans Wheelchair Games Travel,"Disabled Veterans Seeking Help in Getting to the National Veterans Wheelchair Games in Dallas, TX",Human Rights,$351 USD raised 44%,Ended
93,https://www.indiegogo.com/projects/detras-de-las-mascaras/pica,DETRÁS DE LAS MÁSCARAS,"DETRÁS DE LAS MÁSCARAS- Artistic and cultural project, given to migrantes and refugees in Mexico C.",Human Rights,$165 CAD raised 5%,Ended
94,https://www.indiegogo.com/projects/spreading-warmth-homeless-aid/pica,Spreading Warmth: Homeless Aid,Spreading warmth/food/clothing to the homeless of the UK in the lead up to Christmas!,Human Rights,£50 GBP raised 3%,Ended
95,https://www.indiegogo.com/projects/glam-camp-for-girls-2015/pica,GLAM Camp for Girls 2015,Help Make this Mentoring and  Leadership Camp Available for 100+ Girls!,Human Rights,$690 USD raised 14%,Ended
96,https://www.indiegogo.com/projects/she-survived/pica,She Survived,Domestic Violence Documentary,Human Rights,$941 USD raised 6%,Ended
97,https://www.indiegogo.com/projects/humans-welcome/pica,Humans Welcome,3000 km sur la route des Balkans,Human Rights,"€9,810 EUR raised 65%",Ended
98,https://www.indiegogo.com/projects/can-i-live/pica,Can I Live,Can I Live,Human Rights,$822 USD raised 2%,Ended
99,https://www.indiegogo.com/projects/homeless-helping-homeless--3/pica,Homeless Helping Homeless,Homeless Shelter Relocation Project,Human Rights,$90 USD raised 2%,Ended
100,https://www.indiegogo.com/projects/feed-the-people-buy-a-trailer/pica,Feed the People!  Buy a Trailer!,Feed the People; buy a Trailer!,Human Rights,$270 USD raised 4%,Ended
101,https://www.indiegogo.com/projects/helping-our-wounded-veterans-prevail/pica,HELPING  OUR WOUNDED VETERANS PREVAIL,VETERANS HIRING VETERANS AND DONATING TO WORTHY VETERAN CHARITIES,Human Rights,$575 USD raised 3%,Ended
102,https://www.indiegogo.com/projects/sanctuary-homes-and-sanctuary-businesses/pica,Sanctuary Homes and Sanctuary Businesses...,Hate & white supremacy groups are growing. We use tech and work with local communities to combat...,Human Rights,$560 USD raised 0%,Ended
103,https://www.indiegogo.com/projects/standwith100-remedy-georgia-food-and-rebuild-lives/pica,StandWith100 Remedy Georgia Food and Rebuild Lives,Farm-to-table catering company and underserved girls and trafficking survivors job training program.,Human Rights,$314 USD raised 0%,Ended
104,https://www.indiegogo.com/projects/traditional-skills-for-refugee-livelihoods/pica,Traditional Skills for Refugee Livelihoods,A movement advancing women’s economic rights and access to employment in refugee camps,Human Rights,"$8,908 USD raised 28%",Ended
105,https://www.indiegogo.com/projects/join-the-global-resisterhood--2/pica,Join The Global Resisterhood!,Be a part of the global resisterhood during Domestic Violence Awareness Month!,Human Rights,"$4,176 USD raised 8%",Ended
106,https://www.indiegogo.com/projects/securing-jewish-life-within-israel-s-heartland/pica,Securing Jewish Life within Israel's Heartland,A unique philanthropic endeavor - with a business perspective,Human Rights,"$1,054 USD raised 2%",Ended
107,https://www.indiegogo.com/projects/prototyping-freedom-free-speech-blockchain-apps/pica,Prototyping Freedom - Free Speech Blockchain Apps,Free human potential by defeating corporate and government censorship using the blockchain!,Human Rights,$541 USD raised 1%,Ended
108,https://www.indiegogo.com/projects/cancard-campaign/pica,Cancard Campaign,Campaigning to support medical cannabis patients through the use of an innovative new Cancard.,Human Rights,"£4,651 GBP raised 47%",Ended
109,https://www.indiegogo.com/projects/stand-up-for-something/pica,Stand Up For Something,"Stand Up For Something is bringing awareness to civil rights, lgbt rights and women empowerment.",Human Rights,$935 USD raised 7%,Ended
110,https://www.indiegogo.com/projects/feed-pray-love/pica,"Feed, Pray, Love",Feed the hungry and fill your stomach with joy.,Human Rights,$935 USD raised 6%,Ended
111,https://www.indiegogo.com/projects/misty-n-deleon-fund/pica,Misty N DeLeon Fund,Gender Confirmation Savings,Human Rights,$80 USD raised 3%,Ended
112,https://www.indiegogo.com/projects/last-lingering-vestiges-discrimination-visualized/pica,Last Lingering Vestiges: Discrimination Visualized,"Via comprehensive visual evidence, we will obliterate the last lingering vestiges of discrimination!",Human Rights,$655 USD raised 5%,Ended
113,https://www.indiegogo.com/projects/together-we-are-getting-nadia-a-wheelchair-van/pica,"Together we ARE, getting Nadia a wheelchair van","Together We ARE, getting Nadia. Wheelchair van",Human Rights,$331 USD raised 2%,Ended
114,https://www.indiegogo.com/projects/bridge-to-justice--3/pica,Bridge to Justice,Providing Equal Access to Justice,Human Rights,$20 USD raised 0%,Ended
115,https://www.indiegogo.com/projects/make-america-inclusive-again/pica,Make America Inclusive Again,Help marginalized immigrants achieve better outcomes through access to translation services.,Human Rights,$915 USD raised 6%,Ended
116,https://www.indiegogo.com/projects/2018-student-farmworker-alliance-encuentro/pica,2018 Student Farmworker Alliance Encuentro,"The Fair Food Nation is headed to Immokalee for a weekend of strategizing, skill-building, and more.",Human Rights,"$1,535 USD raised 44%",Ended
117,https://www.indiegogo.com/projects/million-dollar-mission--3/pica,Million Dollar Mission,Police-the-Police with our SafeSpace App,Human Rights,$900 USD raised 0%,Ended
118,https://www.indiegogo.com/projects/for-a-hellenism-and-democracy-academy-in-athens/pica,For a Hellenism and Democracy Academy in Athens,An Academy to teach Democracy at the country it was born. To educate how Society could be  the Ruler,Human Rights,$160 USD raised 0%,Ended
119,https://www.indiegogo.com/projects/brooklyn-bowl-staff-relief-fund/pica,Brooklyn Bowl Staff Relief Fund,Seeking funds to disperse to the staff at Brooklyn Bowl during COVID-19 shutdown,Human Rights,"$35,155 USD raised 7%",Ended
120,https://www.indiegogo.com/projects/linking-neurodistinct-talent-to-opportunity/pica,Linking Neurodistinct Talent to Opportunity,We help neurodistinct clients find/keep jobs & help employers integrate neurodiverse employees.,Human Rights,"$1,657 USD raised 6%",Ended
121,https://www.indiegogo.com/projects/syrian-child-refugees-in-lesvos/pica,Syrian Child Refugees in Lesvos,Help for Syrian child refugees in Lesvos,Human Rights,£175 GBP raised 35%,Ended
122,https://www.indiegogo.com/projects/feminine-hygiene-project-india/pica,Feminine Hygiene Project India,Raising funds to purchase Silicone Menstrual Cups for women in need in India.,Human Rights,"$1,246 CAD raised 83%",Ended
123,https://www.indiegogo.com/projects/new-york-city-s-homeless-a-solution-in-sight/pica,New York City's Homeless - A Solution in Sight,Bringing the voices of New York's homeless to City Council in a compelling campaign for change.,Human Rights,"$9,450 USD raised 25%",Ended
124,https://www.indiegogo.com/projects/secret-sisterhood-s-t-shirt-for-t-shirt-campaign/pica,Secret Sisterhood's T-shirt for T-shirt Campaign,"The Secret Sisterhood is a women's movement that aims to uplift, inspire and empower women globally.",Human Rights,"$1,897 AUD raised 19%",Ended
125,https://www.indiegogo.com/projects/happy-holidays-to-the-trump-administration--3/pica,Happy Holidays to the Trump Administration,Trump has divided our nation with a Republican Congress & it's our duty to wish them happy holidays.,Human Rights,$140 USD raised 7%,Ended
126,https://www.indiegogo.com/projects/treasures-of-joy-subscription-box/pica,Treasures of Joy Subscription Box,Bringing beautiful hand-crafted creations from artisan thrivers to our heart-centered subscribers.,Human Rights,$455 USD raised 2%,Ended
127,https://www.indiegogo.com/projects/muslim-jewish-conference-we-are-change/pica,Muslim Jewish Conference - We are change,We would like to ask you for your help this year to take interfaith cooperation to the next level!,Human Rights,"€3,192 EUR raised 11%",Ended
128,https://www.indiegogo.com/projects/mini-mighty-the-climbing-wall-for-kids/pica,Mini Mighty - The Climbing Wall for kids,Ready to install bouldering wall for kids.,Human Rights,$225 USD raised 1%,Ended
129,https://www.indiegogo.com/projects/help-for-haiti--6/pica,Help for Haiti,Working to raise $5k in honor of the 5th anniversary of the earthquake that shook Haiti to its core.,Human Rights,$455 USD raised 9%,Ended
130,https://www.indiegogo.com/projects/urgent-refugees-need-help/pica,Urgent: Refugees Need Help!,We would like to help the refugees staying in Hungary. Help for 200 refugees!,Human Rights,$183 USD raised 1%,Ended
131,https://www.indiegogo.com/projects/freespook-legal-defense-fund/pica,FreeSpook legal defense fund,"Legal Defense Fund for Michael ""Esé Spook"" Armendariz",Human Rights,$480 USD raised 1%,Ended
132,https://www.indiegogo.com/projects/civil-rights-case-against-carding-racialprofiling/pica,Civil Rights Case against Carding &RacialProfiling,Fight racist carding by financing landmark Human Rights Case!,Human Rights,$225 CAD raised 2%,Ended
133,https://www.indiegogo.com/projects/bus-for-young-activists-to-the-baltic-pride-2018/pica,Bus for young activists to the Baltic Pride 2018,"We believe in Baltic Pride, so we're bringing Lithuanian youth to march together in Riga, Latvia.",Human Rights,$235 USD raised 16%,Ended
